ADDRESS,LATITUDE,LONGITUDE,MAX_FLOOR,PLANNING_AREA,MIN_MRT_DIST,MRT_STATUS,MIN_MRT(OPEN)_DIST,MIN_HAWK_DIST,HAWK_TYPE,HAWK_OWNER,HAWK_NUMBER_OF_STALLS,MIN_PS_DIST,MIN_SS_DIST,MIN_MALL_DIST,cbd_dist,NUM_MRT_WITHIN_1.5KM,NUM_HAWK_WITHIN_1.5KM,NUM_PS_WITHIN_1.5KM,NUM_SS_WITHIN_1.5KM,NUM_MALL_WITHIN_1.5KM
261 serangoon central drive,1.354053,103.872524,4,serangoon,553.6465136619875,open,553.6465136619875,1193.0357290490933,MHC,Government,82,740.6429010660528,665.6692492801249,364.01338030870676,8204.054417489622,4,2,7,5,1
530 jelapang road,1.384715,103.765271,23,bukit panjang,811.7031609696656,open,811.7031609696656,5177.141348949924,MHC,Government,179,309.33468796232665,404.591604604286,746.2300610634992,14770.296943875383,2,0,7,4,1
128 simei street 1,1.346901,103.954856,4,tampines,425.7270046612117,open,425.7270046612117,1150.624914496119,MHC,HDB,144,570.1238549691758,837.1016855991971,506.64576991450025,13518.388439416745,3,1,6,6,4
381 tampines street 32,1.354019,103.958966,12,tampines,540.1409285166278,open,540.1409285166278,1860.0448427028464,MHC,HDB,144,335.8808353428599,252.04445448476105,753.1085874024204,14326.225075581315,4,0,6,6,3
406B northshore drive,1.416412,103.901127,24,punggol,1118.129996524305,open,1118.129996524305,6557.195901231708,MHC,HDB,186,412.88700971877563,1178.6545061331726,1096.233719773726,15759.794211629487,4,0,4,1,1
8 kim tian place,1.28303,103.827237,25,bukit merah,338.789716668588,open,338.789716668588,361.1634212356994,MHC,HDB,80,193.73738751909596,1002.8387794081713,379.965219377406,2678.015885919707,7,11,5,3,2
672A edgefield plains,1.406414,103.91262,16,punggol,994.4183836009082,open,994.4183836009082,6010.792353718313,MHC,HDB,186,258.851712670061,613.008413727889,407.24843821312606,15257.685070429883,6,0,7,3,3
347 tampines street 33,1.35188,103.963114,10,tampines,1058.6864339975398,open,1058.6864339975398,2179.372186824035,MHC,HDB,144,182.97159161903895,553.6916665042812,1188.8524180857862,14589.6493107919,3,0,3,4,1
365 corporation drive,1.337726,103.720185,10,jurong west,766.2662489852773,open,766.2662489852773,366.9454137344587,MHC,Government,180,239.06714391000511,479.8848566302047,1514.4793282753506,15796.864810792671,3,4,4,5,0
415 woodlands street 41,1.427906,103.774008,13,woodlands,523.914177861803,open,523.914177861803,903.2303039150395,HC,HDB,78,545.8124196404682,497.20625665667825,1578.7302150750977,18185.843360001643,2,1,3,4,0
158 pasir ris street 13,1.364675,103.962236,9,pasir ris,202.20700301938365,planned,1240.4556994297232,2897.375124768596,MHC,HDB,144,176.04899726228246,518.1665566742755,186.20725035242899,15296.66330783471,3,0,4,7,2
606 clementi west street 1,1.304854,103.76799,22,clementi,1195.1298031836047,open,1195.1298031836047,431.8029759045986,MHC,HDB,195,1251.0722580277518,272.39950071897925,273.4335315902631,9581.413938602189,5,5,2,7,2
230E tampines street 24,1.356092,103.951045,12,tampines,410.52355935579504,open,410.52355935579504,1383.7123858366886,MHC,HDB,144,239.856323173534,310.18344768184295,454.47834954266744,13731.17246779833,4,1,6,8,5
60 geylang bahru,1.322821,103.869178,21,kallang,292.6076415960254,open,292.6076415960254,176.1221526074716,MHC,HDB,211,434.54626893571054,929.5820514997977,1881.751808092896,4831.86524169604,5,4,4,3,0
915 tampines street 91,1.348606,103.939564,13,tampines,364.01641895980805,open,364.01641895980805,667.4814716770771,MHC,HDB,144,89.7432489158293,251.15815553959087,553.864509933087,12211.301776603503,3,1,8,5,4
312A clementi avenue 4,1.319089,103.764441,40,clementi,428.06863697440775,open,428.06863697440775,637.9624476511196,MHC,HDB,143,372.5865333597074,476.04918851234487,463.64472550263247,10457.914888546378,4,4,4,4,1
918 jurong west street 91,1.340579,103.687171,4,jurong west,1000.1241399237995,planned,1166.218667988197,2898.215008880069,MHC,HDB,166,184.5172483119716,205.80916082028236,1120.1186631840635,19343.80397293837,6,0,5,1,1
159 simei road,1.344802,103.959862,4,tampines,358.81698719671124,open,358.81698719671124,1696.441015065283,MHC,HDB,144,894.6515069274978,940.7732428268165,795.3984078423738,13880.657352540193,5,0,4,4,3
83 whampoa drive,1.323575,103.857035,20,novena,688.7583729510193,open,688.7583729510193,233.82262057486196,MHC,HDB,92,211.26564523818024,407.6110360813357,1344.7050386106202,4531.745619493993,4,8,5,2,2
698D hougang street 52,1.375637,103.888739,18,hougang,609.0028452269797,open,609.0028452269797,1854.558718244316,MHC,HDB,186,210.2353759020333,186.5133333847187,659.490903127917,11058.302413283047,3,0,9,8,1
471A upper serangoon crescent,1.378145,103.901767,18,hougang,1096.461875868005,open,1096.461875868005,2738.5606913783477,MHC,HDB,186,710.0648585714986,388.1206905310018,1086.81369653435,11925.962158273513,3,0,7,4,1
292B compassvale street,1.395399,103.898745,15,sengkang,586.5060545627201,open,586.5060545627201,4256.628355622838,MHC,HDB,186,148.01552632697042,147.5523811764997,551.4169838905651,13503.607973908514,5,0,13,8,2
52 lorong 6 toa payoh,1.338249,103.852482,12,toa payoh,681.0981302397095,open,681.0981302397095,251.96844958694646,HC,HDB,36,358.7358658900794,265.8902565592707,845.9089443022973,6110.56635187219,6,6,6,8,2
308A anchorvale road,1.389895,103.88592,17,sengkang,1029.3067303273472,open,1029.3067303273472,3406.956823227034,MHC,HDB,186,148.1735494645832,470.4616992990395,1045.968871175051,12431.992852821022,3,0,10,4,2
6 jalan bukit ho swee,1.287639,103.831443,9,bukit merah,241.76916133933022,open,241.76916133933022,205.85054931106373,HC,HDB,30,719.0560822398072,644.6966592599196,509.77997136365735,2268.670330873096,8,11,4,1,4
720 bedok reservoir road,1.335973,103.924883,11,bedok,792.0482117448635,open,792.0482117448635,432.8885737044307,MHC,HDB,124,406.0548693490894,267.55863981936113,1334.4391885295354,10068.33657204021,3,5,4,2,1
780 yishun ring road,1.422139,103.832883,4,yishun,549.781943019988,open,549.781943019988,1137.2559103813896,MHC,HDB,179,604.7462705538977,367.08235054061487,735.3081984372554,15521.202387767275,2,1,8,6,1
353 kang ching road,1.339636,103.720528,11,jurong west,551.8824366346622,open,551.8824366346622,556.0368536825118,MHC,Government,180,314.1479264420794,265.29505116902646,1540.7117384335102,15843.890647484694,2,5,4,6,0
649 ang mo kio avenue 5,1.377763,103.843782,13,ang mo kio,472.37009969845025,open,472.37009969845025,500.36778914735635,MHC,HDB,218,164.1751074316083,184.57681075475213,1063.2542595626592,10511.75704929591,6,6,5,6,1
259C punggol field,1.404534,103.895666,17,punggol,764.9668183586953,open,764.9668183586953,5138.186994946039,MHC,HDB,186,456.4661188123353,274.2186536237838,737.556668924932,14316.93438364601,5,0,8,3,2
1C cantonment road,1.277449,103.841667,50,outram,390.44814239625407,open,390.44814239625407,190.2830930349969,MHC,HDB,104,289.3171223852438,1122.5060451161153,484.63778686109305,1235.352512932116,20,8,1,1,4
45 telok blangah drive,1.271757,103.80956,16,bukit merah,134.01863099629114,open,134.01863099629114,279.23722702407275,HC,HDB,40,493.4389922654338,1487.6484540576112,945.9841098714345,4808.805025678741,2,4,1,1,2
526 choa chu kang street 51,1.391354,103.741893,9,choa chu kang,757.7812465026783,open,757.7812465026783,5204.504933618837,MHC,HDB,225,398.45244818274574,163.89650746869168,2370.7070472687114,17082.179371511695,6,0,6,4,0
684D woodlands drive 73,1.441358,103.804508,14,woodlands,404.66113628917077,open,404.66113628917077,2873.51125362393,HC,HDB,78,163.03341652466102,479.8368889371566,1831.8719669964207,18268.328413304273,1,0,5,4,0
335 serangoon avenue 3,1.349442,103.871068,12,serangoon,284.6364253824674,open,284.6364253824674,1568.2059775959124,MHC,Government,82,288.84324677793586,215.23874589909357,200.5173695892691,7669.135037701842,5,0,5,4,1
417 ang mo kio avenue 10,1.36496,103.855197,14,ang mo kio,849.5479794481521,open,849.5479794481521,255.18676179365153,MHC,HDB,142,476.9437868254154,316.52475879644663,893.8472669621378,9073.08761306381,4,7,4,3,1
174A edgedale plains,1.396378,103.911281,17,punggol,647.5974039661651,planned,647.5974039661651,4988.659353139273,MHC,HDB,186,117.85850609285191,79.471940405119,307.68689021149333,14203.139179187505,5,0,10,5,2
295 tampines street 22,1.35078,103.955,12,tampines,620.9857569538227,open,620.9857569538227,1299.8397022163615,MHC,HDB,144,400.7208608873276,452.4738183606889,327.0991721775451,13760.872051624017,5,1,7,7,4
237 serangoon avenue 3,1.353812,103.870135,11,serangoon,643.001394345502,open,643.001394345502,1081.4017365549869,MHC,Government,82,596.3540609308172,602.7851955753789,413.5893743015784,8105.749585579282,3,2,4,3,1
178 toa payoh central,1.33358,103.849265,4,toa payoh,215.51689086442198,open,215.51689086442198,323.178555309807,MHC,HDB,90,477.62814876481565,678.338699123327,254.7734876421582,5597.459714020241,4,8,5,7,1
419 ang mo kio avenue 10,1.365347,103.854152,12,ang mo kio,735.1674561635637,open,735.1674561635637,323.5038342597569,MHC,HDB,142,356.56266749841524,192.63893935232414,773.618437485353,9111.038986664238,4,7,4,3,1
637 pasir ris drive 1,1.376783,103.940314,13,pasir ris,824.9490537086594,planned,1117.670399437049,3506.1980754426413,MHC,HDB,144,108.41388782175984,1428.3690507562815,1703.5167800230042,14341.317534671409,5,0,4,1,0
225A compassvale walk,1.38765,103.898706,14,sengkang,606.1299504483097,open,606.1299504483097,3458.2457220406486,MHC,HDB,186,235.9078122815028,130.44724466115989,632.9905355960717,12717.59704239575,3,0,11,7,1
247 hougang avenue 3,1.359166,103.891524,13,hougang,736.3835006969725,open,736.3835006969725,583.0693899267259,MHC,HDB,171,181.6578142072514,268.81322677339546,708.680805001302,9537.82945378376,4,2,4,4,2
82 commonwealth close,1.304221,103.8004,16,queenstown,303.98349675055186,open,303.98349675055186,296.2527942788153,MHC,Government,102,507.40723467090163,485.6701338259324,887.2747992592963,6131.4958936384355,5,7,2,1,2
182 stirling road,1.295383,103.804962,13,queenstown,165.11742575094425,open,165.11742575094425,329.87710110555753,MHC,HDB,113,288.8542023919843,616.7883972863358,878.5935793167785,5335.705524084742,3,6,2,4,1
762 yishun street 72,1.425687,103.834008,12,yishun,439.53539331583056,open,439.53539331583056,881.1068382782073,MHC,HDB,179,456.0106848014625,643.2085219197647,344.03286094106755,15894.527161401213,2,1,8,8,1
705 yishun avenue 5,1.429095,103.829512,4,yishun,638.6344515113286,open,638.6344515113286,281.85791828199643,MHC,HDB,179,185.81725856349544,135.07164428796213,753.4450399614763,16335.401876627768,2,1,6,6,1
256 tampines street 21,1.353236,103.949947,10,tampines,635.5633796500061,open,635.5633796500061,1051.7658633150404,MHC,HDB,144,222.46713256423357,154.9184293789705,298.6846250170236,13447.76076380079,4,1,9,7,5
550 bedok north avenue 1,1.332693,103.926617,12,bedok,824.9417303648274,open,824.9417303648274,232.66911773191674,MHC,HDB,124,629.2623470760424,471.25886756329544,927.5677341300867,10022.577293197182,3,6,4,2,1
31 teban gardens road,1.320308,103.738968,12,jurong east,672.1654788525982,planned,1485.0683279881596,424.6330633241039,MHC,HDB,80,1829.4300572045563,752.1663726231791,1513.850589689291,13164.60068119073,6,1,0,1,0
84B lorong 2 toa payoh,1.335765,103.846803,25,toa payoh,339.2735254452208,open,339.2735254452208,346.3549807988897,MHC,HDB,148,178.14560983800945,536.556629293353,323.3763023795608,5855.907902423146,5,6,5,7,1
317 clementi avenue 4,1.318038,103.764519,12,clementi,313.00057520779035,open,313.00057520779035,521.6922426217951,MHC,HDB,143,362.8101669298055,391.9721005438145,347.59044965179356,10406.068611177256,4,4,4,5,1
402 yishun ring road,1.42655,103.847265,12,yishun,1376.5574403291605,open,1376.5574403291605,2153.2609884417816,MHC,HDB,179,148.97922355785488,676.7415129573343,1242.8561978277626,15879.377027439654,1,0,5,4,1
289B bukit batok street 25,1.343867,103.760535,16,bukit batok,1338.4858224384477,open,1338.4858224384477,1830.8495327423132,MHC,Government,179,490.41762672501727,947.3323451992879,1435.9355683143062,12138.102241398223,1,0,4,2,1
711 clementi west street 2,1.304844,103.761107,12,clementi,758.8232162176421,planned,1244.7788733661255,368.07060822280334,MHC,HDB,195,1056.2244057414027,580.6231892595587,545.6532727196824,10324.21802666041,4,4,3,5,2
621 hougang avenue 8,1.369918,103.883193,4,hougang,1017.8978958385136,open,1017.8978958385136,1239.586653125793,MHC,HDB,186,163.79407797111276,292.44961644993083,1168.1676581256552,10245.403971763122,4,1,6,5,2
723 yishun street 71,1.42602,103.829939,13,yishun,702.0694045151084,open,702.0694045151084,620.1203161455433,MHC,HDB,179,192.205370952034,267.7464170519383,724.8562687238727,15992.097470140703,2,1,7,6,1
114 lorong 3 geylang,1.311499,103.874032,10,kallang,292.9354446232739,open,292.9354446232739,473.63134779967965,MHC,HDB,144,1283.2287342899153,1176.7207724088548,936.6401909447779,4041.1338326378905,7,9,2,1,2
434 ang mo kio avenue 10,1.367892,103.853455,12,ang mo kio,503.8526153448618,open,503.8526153448618,325.90024769614143,MHC,HDB,222,377.07772143860086,232.68066373665977,578.0861194237971,9389.985121126754,4,6,4,3,1
614 ang mo kio avenue 4,1.377969,103.839217,13,ang mo kio,644.2017028964125,open,644.2017028964125,368.9131786529774,MHC,HDB,218,482.42100512264193,324.9604615528819,1400.8224002859588,10586.932764475294,6,6,4,6,1
462 clementi avenue 3,1.311099,103.765906,25,clementi,470.6587483246795,open,470.6587483246795,290.18718828742345,MHC,HDB,143,535.3581849252383,444.56858604870297,451.12721213523196,9998.603501117976,5,5,4,6,2
627 senja road,1.385535,103.759378,30,bukit panjang,836.1106189278827,open,836.1106189278827,5236.046239240862,MHC,HDB,147,226.84112546206063,266.4427502434889,581.4534881984816,15270.806658269654,2,0,5,5,1
872 woodlands street 81,1.444087,103.789812,12,woodlands,712.17391553909,open,712.17391553909,1428.7698581326395,MHC,HDB,164,279.76296116001424,370.0771438720769,1004.2755594454807,19081.373851408964,5,1,8,3,1
210 new upper changi road,1.324597,103.931871,4,bedok,213.334471346975,open,213.334471346975,149.68990539594785,HC,HDB,70,576.2631285546138,1152.0077245626765,291.4287777128363,10077.695350588636,2,7,5,4,1
111 bedok reservoir road,1.329808,103.910094,4,bedok,589.5592796595399,open,589.5592796595399,561.5891066217314,MHC,HDB,111,165.76631011206265,967.104214612441,2205.049839816085,8342.818024347162,5,2,4,1,0
549 jurong west street 42,1.352914,103.716073,11,jurong west,243.56108450952084,planned,1079.4650936165172,446.4612239186002,HC,Government,76,732.5746228142065,644.003139271111,1818.6190927759337,16918.923431120726,4,3,4,6,0
440 jurong west avenue 1,1.351311,103.722836,8,jurong west,766.9020656047547,open,766.9020656047547,521.8766708589021,HC,Government,76,430.0298278853108,159.78594802057097,2224.9219743150115,16169.518816020825,5,4,4,5,0
326 serangoon avenue 3,1.350352,103.868997,4,serangoon,529.9411688923285,open,529.9411688923285,1405.3435415355752,MHC,Government,82,193.84759767387592,220.4005547375299,370.0258202220618,7703.459060632331,5,1,5,4,1
163A rivervale crescent,1.389559,103.908817,18,sengkang,1036.7773549717012,planned,1036.7773549717012,4215.6970965596975,MHC,HDB,186,559.9737290248207,747.3296964828536,699.4048506499806,13409.190279064016,2,0,9,7,1
713 bedok reservoir road,1.336312,103.922392,9,bedok,513.5599494049444,open,513.5599494049444,530.9079165538961,MHC,HDB,124,156.3533449196362,527.476545089376,1490.6271399567727,9866.526360917078,2,3,5,2,1
682 race course road,1.314278,103.855646,12,kallang,280.6724668653259,open,280.6724668653259,636.3061726198248,MHC,HDB,124,582.6771322909265,1091.4043004101152,334.136534155774,3492.216379554953,9,8,4,3,6
327 sembawang crescent,1.445664,103.819022,15,sembawang,392.3767566006054,open,392.3767566006054,1895.3692232705355,MHC,HDB,179,234.06972852057064,245.54003941025525,284.9173430659509,18341.750481533734,2,0,5,2,3
458 ang mo kio avenue 10,1.366568,103.859627,25,ang mo kio,560.4606464761321,planned,1195.0636960808094,408.08827816182315,MHC,HDB,222,968.9881431307116,790.5560321907733,1279.3596567746265,9286.873337852156,3,6,5,4,1
306 ang mo kio avenue 1,1.365726,103.845751,16,ang mo kio,238.8972007397901,planned,628.1620596874636,329.99794521767865,MHC,HDB,118,579.5666734716777,438.047913101993,506.11818364806595,9168.23845195059,6,8,6,7,1
126 rivervale street,1.38906,103.902401,17,sengkang,872.6241461741333,open,872.6241461741333,3780.9637869185744,MHC,HDB,186,238.3785226015216,297.7529074286962,880.3118879800743,13033.722125082768,3,0,12,7,2
313 ang mo kio avenue 3,1.36665,103.850134,12,ang mo kio,380.0078278833178,open,380.0078278833178,351.287938588567,MHC,HDB,118,148.92506871951943,277.9686291299169,354.529094225276,9250.4980350543,3,8,5,4,1
637 jurong west street 61,1.341567,103.69797,16,jurong west,448.9732430774063,open,448.9732430774063,1699.3415528131961,MHC,HDB,166,280.3075711810748,454.67029963638083,89.54803821076591,18251.711240672365,7,0,7,5,3
50 lorong 5 toa payoh,1.33699,103.852693,13,toa payoh,742.2356942520064,open,742.2356942520064,111.10220657641177,HC,HDB,36,324.7480074033798,228.1027108339594,773.0458566521311,5971.949035865862,4,6,6,8,1
11 toh yi drive,1.338003,103.772603,11,bukit timah,497.31422849777954,open,497.31422849777954,436.64283666823906,MHC,Government,179,389.8906067519174,2423.3704071304765,2448.542039171112,10662.868096945884,4,1,2,0,0
894B woodlands drive 50,1.436009,103.789507,11,woodlands,357.27136732533063,open,357.27136732533063,1105.2798810438576,HC,HDB,78,261.9791110814194,578.7494869898782,424.8852412582492,18263.13140823284,6,1,9,7,1
104A edgefield plains,1.396806,103.905054,17,punggol,978.9593112310149,open,978.9593112310149,4676.389221096573,MHC,HDB,186,379.51540169663963,494.70888953892245,933.772022317969,13933.643285128026,7,0,12,7,4
206B compassvale lane,1.387438,103.896932,16,sengkang,514.6819558467345,open,514.6819558467345,3360.802056901969,MHC,HDB,186,389.06912948605344,189.07402552803222,550.7285658937484,12615.51068965567,3,0,10,5,1
501 choa chu kang street 51,1.389595,103.743248,14,choa chu kang,525.2358528677241,open,525.2358528677241,5051.087920929429,MHC,HDB,225,565.3927989458972,234.40459841211188,2143.2633691727156,16838.308585513394,5,0,7,5,0
459 ang mo kio avenue 10,1.36702,103.859377,25,ang mo kio,549.9123132233381,planned,1153.3889242739046,361.9674380951726,MHC,HDB,222,950.3297749265635,768.5784699216161,1240.891627708786,9333.884579347608,3,6,5,4,1
